company_name,category,website,uses_ai_to,allows_researchers_to,founded,headquarters,city,state,country,latitude,longitude,count,funding_stage,funding_amount
GNS Healthcare,Design clinical trials,http://www.gnshealthcare.com,Transform diverse streams of biomedical and healthcare data into computer models representative of individual patients,"Deliver personalized medicine at scale, by revealing optimal health interventions for individual patients",2000,"Cambridge, Massachusetts, United States",Cambridge,Massachusetts,United States,42.3750997,-71.1056157,14,D,77.3
nQ Medical,Optimize clinical trials,http://www.nq-medical.com/,Find hidden health signals in data from personal devices such as laptops and smartphones,"Optimize clinical trials for neurological diseases, including through better, faster identification of ideal study participants, less in-clinic observation, improved compliance, and earlier measure of drug impact",2016,"Cambridge, Massachusetts, United States",Cambridge,Massachusetts,United States,42.3750997,-71.1056157,14,Seed,4.5
Quertle,Aggregate and synthesize information,http://quertle.com,Retrieve and visualize relevant results from multiple biomedical data sources,Gain a deeper understanding of a topic and avoid missing key information,2008,"Henderson, Nevada, United States",Henderson,Nevada,United States,36.0301134,-114.98261940000002,1,,
Researchably,Aggregate and synthesize information,https://researchably.com/,"Search and organize information in research papers, clinical trial listings, and patents",Save time searching for information while receiving more relevant and personalized results,2016,"Berkeley, California, United States",Berkeley,California,United States,37.8708393,-122.27286389999999,1,Seed,0.1
StoneWise,Aggregate and synthesize information,http://www.stonewise.cn,"Enable knowledge mining, molecule generation, and property prediction","Build knowledge graphs of scientific literature, predict molecular properties, design novel molecules, and perform retro-synthetic analysis",2018,"Haidian, Beijing, China",Haidian,Beijing,China,39.9580718,116.292405,1,A,10
ThoughtSpot,Aggregate and synthesize information,https://www.thoughtspot.com,Enable natural language search on billions of rows of data from any source,Speed analysis of clinical trial results and historical genomics data,2012,"Sunnyvale, California, United States",Sunnyvale,California,United States,37.368830100000004,-122.03634960000001,2,E,743.7
Syntekabio,Establish biomarkers,http://www.syntekabio.com/main.php,Predict neoantigens,Develop biomarkers and personalized cancer vaccines,2009,"Sunnyvale, California, United States",Sunnyvale,California,United States,37.368830100000004,-122.03634960000001,2,Pre-seed,0.877
Wisecube AI,Aggregate and synthesize information,http://wisecube.ai,Analyze internal and external datasets,"Rank molecules for purchasing, repurpose drugs, and optimize clinical studies",2016,"Kirkland, Washington, United States",Kirkland,Washington,United States,47.6859573,-122.1920249,1,Pre-seed,0.25
Aiforia,Understand mechanisms of disease,https://www.aiforia.com/about-us/,Analyze images uploaded to their cloud environment,"Detect any visible feature or pattern at scale, including in tissues and cells to understand pathophysiology",2013,"Helsinki, Southern Finland, Finland",Helsinki,Southern Finland,Finland,60.1717794,24.941354800000003,1,A,9.7
CytoReason,Understand mechanisms of disease,http://www.cytoreason.com/,"Organize and standardize immune-related gene, protein, cell, and microbiome data into a single, machine-readable, cell-level view of the immune-system","Gain novel insights related to mechanisms of disease, clinical markers, and drug discovery and validation",2016,"Tel Aviv, Tel Aviv, Israel",Tel Aviv,Tel Aviv,Israel,32.087714899999995,34.78493327,2,,
Nucleai,Design clinical trials,https://www.nucleaimd.com,Analyze features in pathology images more efficiently and find hidden patterns within,Match patients to the right drugs based on novel pathology-based insights into which drugs might be most effective for their disease,2017,"Tel Aviv, Tel Aviv, Israel",Tel Aviv,Tel Aviv,Israel,32.087714899999995,34.78493327,2,Seed,5
DNAnexus,Understand mechanisms of disease,http://dnanexus.com,"Gain insight from large genomic and biomedical datasets, including those shared by a network of organizations","Accelerate target identification, find biomarkers, and develop next-generation therapeutics",2009,"Mountain View, California, United States",Mountain View,California,United States,37.3893889,-122.0832101,3,G,272.6
TwoXAR,Generate novel drug candidates,http://www.twoxar.com,"Screen compound libraries for efficacy against a disease, identify new drug candidates from a public library, and identify biologic targets",Speed and reduce costs for drug discovery,2014,"Mountain View, California, United States",Mountain View,California,United States,37.3893889,-122.0832101,3,A,14.3
Athelas,Optimize clinical trials,https://athelas.com/,Analyze cancer biomarkers in 60 seconds from a drop of blood using an at-home device slightly bigger than an Amazon Echo,Optimize oncology drug development with a biomarker monitoring platform and millions of patient datapoints,2016,"Mountain View, California, United States",Mountain View,California,United States,37.3893889,-122.0832101,3,A,20.5
Empiric Logic,Understand mechanisms of disease,https://empiriclogic.com,Analyze genomics and other biomedical data to identify probable causes of rare and common diseases,Gain new insights into drug discovery and support the process of drug repositioning,2018,"Dublin, Dublin, Ireland",Dublin,Dublin,Ireland,53.3497645,-6.2602732,2,Pre-seed,0.045
Nuritas,Generate novel drug candidates,http://www.nuritas.com,Predict the therapeutic potential of food-derived bioactive peptides,Cost-effectively develop highly targeted treatments for specific diseases from natural food sources,2014,"Dublin, Dublin, Ireland",Dublin,Dublin,Ireland,53.3497645,-6.2602732,2,A,53.9
Euretos,Understand mechanisms of disease,http://www.euretos.com,"Provide AI-driven contract research services and cloud access to the Euretos AI platform to enable preclinical discovery and clinical validation of targets, biomarkers, and indications","Take a translational systems biology approach to drug discovery by connecting multi-omics interactions, through cell-type involvement, to downstream pathways, phenotypes, and disease pathologies",2012,"Utrecht, Utrecht, The Netherlands",Utrecht,Utrecht,The Netherlands,52.094975299999994,5.109708,1,,
FDNA,Understand mechanisms of disease,http://www.fdna.com,Link phenotypic traits to genetic mutations,"Discover new clinical signs, symptoms, and genes for biomarkers, and access data to develop, test, and market precision medicines",2011,"Boston, Massachusetts, United States",Boston,Massachusetts,United States,42.3602534,-71.0582912,5,B,30
Reverie Labs,Validate and optimize drug candidates,https://www.reverielabs.com,"Predict potency and pharmacokinetic properties of small molecules, and conceive new molecules to optimize for them",Accelerate preclinical drug development by generating and improving leads,2017,"Boston, Massachusetts, United States",Boston,Massachusetts,United States,42.3602534,-71.0582912,5,Seed,0.12
PathAI,Design clinical trials,http://www.pathai.com,Improve pathology analysis,Identify patients that would benefit from novel therapies,2016,"Boston, Massachusetts, United States",Boston,Massachusetts,United States,42.3602534,-71.0582912,5,B,90.2
Biofourmis,Optimize clinical trials,http://www.biofourmis.com,Predict clinical exacerbation in advance of a critical event,"Enable near real-time monitoring and management of patients to measure effectiveness, dosage variances, and adverse reactions at the individual level",2015,"Boston, Massachusetts, United States",Boston,Massachusetts,United States,42.3602534,-71.0582912,5,B,43.6
Concerto HealthAI,Analyze real world evidence,https://concertohealthai.com/,Extract insights from data on oncology patients' experience with drugs,Accelerate the generation of evidence for new therapeutic approaches,2017,"Boston, Massachusetts, United States",Boston,Massachusetts,United States,42.3602534,-71.0582912,5,B,150
Precisionlife,Understand mechanisms of disease,https://precisionlife.com,"Find combinations of genomic, phenotypic, and clinical features that define disease risk, prognosis, and therapy response in a complex disease population","Find novel drug targets in existing datasets, identify drug repurposing opportunities, and improve biomarker-driven patient stratification strategies",2018,"Kidlington, Oxfordshire, United Kingdom",Kidlington,Oxfordshire,United Kingdom,51.823462,-1.2885316999999998,1,Seed,0.2
Sensyne Health,Understand mechanisms of disease,https://www.sensynehealth.com/,"Analyze ethically sourced, clinically curated, anonymised patient data from NHS Foundation Trusts",Discern potential new physiological pathways and identify subgroups of patients most likely to respond well to treatments,2018,"Headington, Oxfordshire, United Kingdom",Headington,Oxfordshire,United Kingdom,51.7602314,-1.2111655000000001,1,IPO,75
ZebiAI,Understand mechanisms of disease,https://www.zebiai.com,Analyze high quality protein-small molecule interaction data from DNA-encoded library (DEL) screens,Accelerate target validation and discover and optimize clinical candidates,2019,"Waltham, Massachusetts, United States",Waltham,Massachusetts,United States,42.3756401,-71.2358004,2,Seed,10
Gatehouse Bio,Generate novel drug candidates,http://www.srnalytics.com,Illuminate molecular pathways of disease through deep analysis of small RNA,Identify therapeutic targets and develop companion diagnostics,2016,"Waltham, Massachusetts, United States",Waltham,Massachusetts,United States,42.3756401,-71.2358004,2,Pre-seed,
Ariana Pharma,Establish biomarkers,http://www.arianapharma.com/,Explore complex datasets in order to reveal hidden relationships and to derive new hypotheses,"Improve identification and validation of biomarker signatures, identify the best patient responder sub-groups and populations at risk of adverse events, and improve clinical trial success rates",2003,"Paris, Ile-de-France, France",Paris,Ile-de-France,France,48.856696899999996,2.3514616000000004,8,A,2.3
Insiliance,Repurpose existing drugs,https://www.insiliance.com,Analyze data from consolidated health databases,Position and reposition CNS drugs,2019,"Paris, Ile-de-France, France",Paris,Ile-de-France,France,48.856696899999996,2.3514616000000004,8,,
Aqemia,Generate novel drug candidates,http://www.aqemia.com/,"Generate molecules that have high affinity for a target, in conjunction with proprietary statistical mechanics algorithms",Find lead candidates fast and early in a project,2019,"Paris, Ile-de-France, France",Paris,Ile-de-France,France,48.856696899999996,2.3514616000000004,8,Pre-seed,1.2
Iktos,Generate novel drug candidates,http://www.iktos.ai,Design novel compounds that optimize for specific objectives,Improve the success rate of in silico to in vitro translation,2016,"Paris, Ile-de-France, France",Paris,Ile-de-France,France,48.856696899999996,2.3514616000000004,8,Seed,0.8
PEACCEL,Validate and optimize drug candidates,http://www.peaccel.com/,Optimize protein and metabolic pathways,"Reduce cost, time, and risk associated with the discovery and engineering of proteins such as antibodies",2011,"Paris, Ile-de-France, France",Paris,Ile-de-France,France,48.856696899999996,2.3514616000000004,8,,
Keen Eye Technologies,Design clinical trials,http://www.keeneye.tech/,Empower pathologists to access new insights in biomedical data,Increase diagnostics sensitivity and find predictive signatures of drug response,2015,"Paris, Ile-de-France, France",Paris,Ile-de-France,France,48.856696899999996,2.3514616000000004,8,A,8.48
Inato,Recruit for clinical trials,https://inato.com,Screen clinical trial sites and investigators at scale,Select appropriate sites to improve patient recruitment rates and accelerate clinical trials,2016,"Paris, Ile-de-France, France",Paris,Ile-de-France,France,48.856696899999996,2.3514616000000004,8,A,15.5
Qynapse,Optimize clinical trials,http://www.qynapse.com/,"Unlock the potential of quantitative imaging for diagnosis, prognosis, and longitudinal monitoring of patients with Alzheimer's and other neurological diseases","Select patients, identify subgroups, and conduct adaptive monitoring for clinical trials",2015,"Paris, Ile-de-France, France",Paris,Ile-de-France,France,48.856696899999996,2.3514616000000004,8,Pre-seed,
Biodesix,Establish biomarkers,//www.biodesix.com,Uncover clinically relevant blood-based biomarker patterns and relationships,Enable personalized approaches to therapy selection and a better understanding of complex diseases like cancer,2005,"Broomfield, Colorado, United States",Broomfield,Colorado,United States,39.920382700000005,-105.06914640000002,1,F,182.7
Eigengene,Establish biomarkers,http://eigengene.com,Analyze cancer whole genome sequencing,"Develop personalized prognostics and diagnostics, and novel therapeutics",2016,"Palo Alto, California, United States",Palo Alto,California,United States,37.44432929999999,-122.15984650000001,6,,
Auransa,Generate novel drug candidates,https://www.auransa.com/,Generate insights from molecular data for a deep understanding of disease biology and patient subtypes,Discover compounds designed to most effectively address significant unmet medical needs for clinically meaningful disease subtypes,2014,"Palo Alto, California, United States",Palo Alto,California,United States,37.44432929999999,-122.15984650000001,6,Seed,2.81
Spring Discovery,Generate novel drug candidates,https://www.springdisc.com/,Accelerate experimentation for discovering therapies for aging and related diseases,Uncover new therapies for diseases of aging by targeting the biological processes of aging itself,2017,"Palo Alto, California, United States",Palo Alto,California,United States,37.44432929999999,-122.15984650000001,6,A,22.3
Brite Health,Optimize clinical trials,http://britehealth.co/,Analyze structured and unstructured clinical trial participant data,Reduce clinical trial dropout rates through personalized communication,2015,"Palo Alto, California, United States",Palo Alto,California,United States,37.44432929999999,-122.15984650000001,6,Seed,
Doc.ai,Optimize clinical trials,http://www.doc.ai,"Find patterns in large volumes of healthcare data, including data that patients contribute through an app","Speed up trial operations with better recruitment, engagement, and retention",2016,"Palo Alto, California, United States",Palo Alto,California,United States,37.44432929999999,-122.15984650000001,6,Seed,41
Medable,Optimize clinical trials,http://www.medable.com,Model and predict trial success and identify and prioritize sites,"Run digital trials through an end-to-end cloud platform that allows patients, sites, CROs, and sponsors to function as team",2012,"Palo Alto, California, United States",Palo Alto,California,United States,37.44432929999999,-122.15984650000001,6,B,50
Scailyte,Establish biomarkers,http://www.scailyte.com,Find disease-associated patterns in patient cells,Discover biomarkers from single-cell data and develop precision diagnostics,2017,"Sursee, Luzern, Switzerland",Sursee,Luzern,Switzerland,47.17403710000001,8.1089654,1,A,7.1
Predictive Oncology,Generate data and models,http://www.precisiontherapeutics.com/,Build predictive models of tumor drug response,Improve clinical outcomes for cancer patients,2002,"Eagan, Minnesota, United States",Eagan,Minnesota,United States,44.818173,-93.1659179,1,IPO,6.9
Acurastem,Repurpose existing drugs,https://acurastem.com/,Analyze data from sources including patient stem cells,"Discover drugs for neurodenerative diseases, including ALS",2016,"Monrovia, California, United States",Monrovia,California,United States,34.1483499,-118.0014517,1,Pre-seed,3
BioXcel Therapeutics,Repurpose existing drugs,http://www.bioxceltherapeutics.com/,Find applications for existing approved drugs or clinically validated candidates,"Develop a pipeline of product candidates in immuno-oncology, neuroscience, and rare diseases",2017,"Branford, Connecticut, United States",Branford,Connecticut,United States,41.2795414,-72.81509890000001,1,IPO,60
Biovista,Repurpose existing drugs,https://www.biovista.com/,"Analyze data to find non-obvious, mechanism-of-action based associations between compounds, molecular targets, and diseases","Reposition late preclinical stage drugs in multiple sclerosis, mitochondrial diseases, oncology, epilepsy and chronic fatigue syndrome / myalgic encephalopathy",1999,"Charlottesville, Virginia, United States",Charlottesville,Virginia,United States,38.029306,-78.4766781,1,,
Delta 4,Repurpose existing drugs,https://delta4.ai/,Conduct in silico screening prior to experimental screening,"Reposition existing drugs for novel indications, with the first therapeutic area being an orphan indication leading to terminal kidney failure",2018,"Vienna, Wien, Austria",Vienna,Wien,Austria,48.2083537,16.372504199999998,2,,
Ares Genetics,Generate novel drug candidates,http://www.ares-genetics.com,"Identify, prioritize, and validate genetic markers of antibiotic resistance",Accelerate development of novel antibiotics and combination therapies based on rational drug design and companion diagnostics,2017,"Vienna, Wien, Austria",Vienna,Wien,Austria,48.2083537,16.372504199999998,2,Seed,1.47
Lantern Pharma,Repurpose existing drugs,http://www.lanternpharma.com/,Analyze genetic signals and molecular markers for patient response to drugs,Find clinical uses for validated cancer treatments whose development has been discontinued,2013,"Dallas, Texas, United States",Dallas,Texas,United States,32.7762719,-96.7968559,1,IPO,26.3
Oncocross,Repurpose existing drugs,http://oncocross.com/,Analyze gene expression patterns,"Develop biomarkers, repurpose drugs, and find novel drugs",2015,"Mapo, Seoul-t'ukpyolsi, South Korea",Mapo,Seoul-t'ukpyolsi,South Korea,37.5396369,126.94599290000001,1,Pre-seed,
Pharnext,Repurpose existing drugs,http://www.pharnext.com,"Screen and reposition known drugs in unrelated indications at new, lower doses",Identify synergistic combinations of repositioned drugs for diseases with high unmet medical needs,2007,"Issy-les-moulineaux, Ile-de-France, France",Issy-les-moulineaux,Ile-de-France,France,48.8250508,2.273457,1,IPO,45.7
Recursion Pharmaceuticals,Repurpose existing drugs,http://www.recursionpharma.com,Conduct experimental biology at scale by testing thousands of compounds on hundreds of cellular disease models in parallel,Rapidly identify new indications for many known drugs and shelved assets,2013,"Salt Lake City, Utah, United States",Salt Lake City,Utah,United States,40.759619799999996,-111.88679750000001,1,C,226.4
AbCellera,Generate novel drug candidates,https://www.abcellera.com/,Analyze data from multiple sources to identify antibodies with desired properties,Discover and develop next-generation therapeutic antibodies,2012,"Vancouver, British Columbia, Canada",Vancouver,British Columbia,Canada,49.2608724,-123.11395290000002,2,A,15
Variational AI,Validate and optimize drug candidates,http://variational.ai,Organize drug-like molecules based upon their pharmacological properties,"Optimize pharmacological activity, synthesizability, ADME, and toxicity",2019,"Vancouver, British Columbia, Canada",Vancouver,British Columbia,Canada,49.2608724,-123.11395290000002,2,,
Abalone Bio,Generate novel drug candidates,https://www.abalonebio.com/,Find the best hits in large numbers of antibodies evolved to activate or inhibit a drug target,Find functional antibodies for tough targets,2017,"Richmond, California, United States",Richmond,California,United States,37.9357576,-122.3477486,2,Seed,0.15
BioAge Labs,Generate novel drug candidates,https://bioagelabs.com/,Analyze omics data related to aging,Develop biomarkers and drugs that impact human aging,2015,"Richmond, California, United States",Richmond,California,United States,37.9357576,-122.3477486,2,B,33.9
Adagene,Generate novel drug candidates,http://www.adagene.com/,Generate cross-reactive antibodies targeting evolutionarily conserved epitopes with novel mechanisms of action and excellent developability,Develop immuno-oncology antibodies against novel epitopes with unique properties,2011,"Suzhou, Jiangsu, China",Suzhou,Jiangsu,China,31.3016935,120.5810725,1,D,155
Alphanosos,Generate novel drug candidates,http://www.alphanosos.com/,Predict synergistic plant mixes,Develop plant-based compounds that counteract bacterial infection and restore microbiota equilibrium,2014,"Goulier, Midi-Pyrenees, France",Goulier,Midi-Pyrenees,France,42.7420921,1.506961794,1,,
Antiverse,Generate novel drug candidates,http://antiverse.io,Predict antibody-antigen binding,Generate antibody drug candidates in one day,2017,"Cardiff, Cardiff, United Kingdom",Cardiff,Cardiff,United Kingdom,51.481654600000006,-3.1791934,1,Seed,0.45
Arzeda,Generate novel drug candidates,https://www.arzeda.com/,Find correlations and patterns that can be used for protein design,"Design proteins ""never before seen in nature.",2008,"Seattle, Washington, United States",Seattle,Washington,United States,47.6038321,-122.3300624,3,A,15.2
SEngine Precision Medicine,Generate novel drug candidates,https://senginemedicine.com,Find novel small molecules that can bind and inhibit targets that are specific to cancer cells,"Develop targeted therapies for the three most common cancer-causing genes: MYC, TP53, and KRAS",2015,"Seattle, Washington, United States",Seattle,Washington,United States,47.6038321,-122.3300624,3,A,11.2
Virvio,Design drugs,http://www.virvio.com,"Optimize synthetic biotherapies that are easy to manufacture, shelf stable, and outperform known antibodies","Mimic proven monoclonal antibodies with safer, more effective biologic alternatives",2015,"Seattle, Washington, United States",Seattle,Washington,United States,47.6038321,-122.3300624,3,Pre-seed,0.209
Berg,Generate novel drug candidates,https://www.berghealth.com,Analyze data from patient samples in both healthy and diseased states to generate novel biomarkers and therapeutic targets,"Generate therapeutic targets from biological data in an unbiased way, and implement personalized medicine at scale",2006,"Framingham, Massachusetts, United States",Framingham,Massachusetts,United States,42.2792625,-71.416172,1,Pre-seed,
BigHat Biosciences,Generate novel drug candidates,http://www.bighatbio.com,"Provide the intelligence for an experimental platform that expedites therapeutic antibody development. (If you have further details, please let me know in the comments.","Reduce the difficulty of designing antibodies and other therapeutic proteins, and enable novel biotherapeutic designs",2019,"San Carlos, California, United States",San Carlos,California,United States,37.504936,-122.2618236,1,Seed,5.3
CaroCure,Generate novel drug candidates,https://carocure.com/,Predict toxicity to weed out toxic compounds and increase the efficacy of computational drug discovery,"Discover new drugs for oncology, immuno-oncology, cardiology, and infectious disease",2017,"Hyderabad, Andhra Pradesh, India",Hyderabad,Andhra Pradesh,India,15.8142734,78.02675079999999,1,Seed,0.7
ChemPass,Generate novel drug candidates,https://www.chempassltd.com/,Generate molecular structures based on user-defined criteria,Design novel small organic molecules and scaffolds,2016,"Budapest, Budapest, Hungary",Budapest,Budapest,Hungary,47.5577402,19.07776532,2,Seed,0.438
Turbine,Validate and optimize drug candidates,http://turbine.ai/,Simulate experiments,"Gain insights into how a drug works from the preclinical phase through phases I, II, and III",2015,"Budapest, Budapest, Hungary",Budapest,Budapest,Hungary,47.5577402,19.07776532,2,Seed,3.393
Clover Therapeutics,Generate novel drug candidates,https://clovertherapeutics.com,Analyze clinical and genomic data from consenting participants who are members of insurer Clover Health,Discover strategies or interventions that can form the basis of new therapies for pharma partners,2016,"Jersey City, New Jersey, United States",Jersey City,New Jersey,United States,40.7281575,-74.0776417,1,,
Collaborations Pharma,Generate novel drug candidates,http://www.collaborationspharma.com,Filter and score compounds prior to testing,Develop innovative therapeutics for multiple rare and infectious diseases,2015,"Raleigh, North Carolina, United States",Raleigh,North Carolina,United States,35.7803977,-78.63909890000001,1,,
Denovicon Therapeutics,Generate novel drug candidates,https://www.denovicontx.com,Screen compounds for multiple properties to move them toward drug candidacy,"Reduce the time spent and number of compounds synthesized in preclinical research, while reducing the failure rate of moving compounds into clinical trials",2019,"San Diego, California, United States",San Diego,California,United States,32.7174209,-117.16277140000001,6,,
Empirico,Generate novel drug candidates,http://www.empiricotx.com/,Analyze data from thousands of studies and millions of people,"Generate, interrogate, and prioritize high-confidence therapeutic hypotheses",2017,"San Diego, California, United States",San Diego,California,United States,32.7174209,-117.16277140000001,6,A,29.5
Erasca,Generate novel drug candidates,https://www.erasca.com/,Elucidate novel tumor biology and innovative strategies that shut down key cancer pathways,"Focus on the most promising strategies to tackle essential oncogenes, accelerating development of oncology drug candidates",2018,"San Diego, California, United States",San Diego,California,United States,32.7174209,-117.16277140000001,6,B,264
Sirenas,Generate novel drug candidates,http://sirenasmd.com,"Analyze metabolomic and bioassay datasets to uncover insights into human health and disease, as well as potential new chemical scaffolds","Find new therapeutic targets and biomarkers for diseases and aging, as well as novel compounds that can provide the foundation for new drugs",2011,"San Diego, California, United States",San Diego,California,United States,32.7174209,-117.16277140000001,6,Pre-seed,1.3
Reveal Biosciences,Design clinical trials,https://revealbio.com,Automate histopathology,Stratify patients for clinical trials,2012,"San Diego, California, United States",San Diego,California,United States,32.7174209,-117.16277140000001,6,A,4.2
Trials.ai,Design clinical trials,https://trials.ai/,Optimize clinical trial study design,"Make it easier for patients to enroll and engage in clinical trials, eliminate unnecessary clinical operations burdens, and gain real-time insight into study health",2016,"San Diego, California, United States",San Diego,California,United States,32.7174209,-117.16277140000001,6,Seed,1.3
EntheogeniX Biosciences,Generate novel drug candidates,https://www.entheogenixbio.com/,Uncover new medicines from psychedelics (leveraging Cyclica technology),"Develop new psychedelic-based drugs for mental health diseases such as depression, bipolar disorder, and schizophrenia",2019,"Wilmington, Delaware, United States",Wilmington,Delaware,United States,39.7459468,-75.546589,1,Pre-seed,
Evaxion Biotech,Generate novel drug candidates,http://evaxion-biotech.com/,Identify suitable targets for vaccines and antibodies in complex immunological data,Program the immune system to fight off diseases from cancers to hard-to-treat infections,2008,"Copenhagen, Hovedstaden, Denmark",Copenhagen,Hovedstaden,Denmark,55.6867243,12.5700724,1,Seed,17
Exscientia,Generate novel drug candidates,https://www.exscientia.co.uk/,Learn best-practices from drug discovery data and experienced drug hunters,Generate drug candidates in roughly one-quarter the time of traditional approaches,2012,"Oxford, Oxfordshire, United Kingdom",Oxford,Oxfordshire,United Kingdom,51.7520131,-1.2578499,2,C,103.7
Arctoris,Run preclinical experiments,https://www.arctoris.com,Generate novel insights from high-quality cancer research data gathered by a robotic system,Configure experiments remotely and have them executed in a fully automated cloud laboratory,2016,"Oxford, Oxfordshire, United Kingdom",Oxford,Oxfordshire,United Kingdom,51.7520131,-1.2578499,2,Seed,6.2
GT Apeiron Therapeutics,Generate novel drug candidates,http://www.gthcap.com/,"Do something that isn't entirely clear, based on the limited amount of information GT Apeiron has made public. (Do you know more? Please tell me in the comments.","Accelerate development of novel drugs via new pathways to tackle high impact therapeutic targets, with an initial focus on oncology",2019,"Shanghai, Shanghai, China",Shanghai,Shanghai,China,31.225298499999997,121.4890497,2,A,27
Accutar,Validate and optimize drug candidates,https://www.accutarbio.com,Learn physical and chemical nature of biological systems from protein crystal structure data,"Predict drug pocket side chain conformation, drug docking, and chemical compound characteristics",2015,"Shanghai, Shanghai, China",Shanghai,Shanghai,China,31.225298499999997,121.4890497,2,A,15
Genesis Therapeutics,Generate novel drug candidates,https://www.genesistherapeutics.ai/,Accurately predict ADMET properties,Use neural networks and biophysical simulation to generate and optimize molecules,2019,"South San Francisco, California, United States",South San Francisco,California,United States,37.6549493,-122.40812509999999,3,Seed,4.1
Insitro,Generate novel drug candidates,http://www.insitro.com/,"Generate models from large, high-quality datasets","Address key problems in the drug discovery and development process. (Not clear on their positioning at this point, but recent partnerships suggest they aim to generate drug candidates.",2018,"South San Francisco, California, United States",South San Francisco,California,United States,37.6549493,-122.40812509999999,3,B,243
Emerald Cloud Lab,Run preclinical experiments,http://www.emeraldcloudlab.com,Conduct experiments in an automated lab exactly as specified,Run experiments in a central lab from anywhere in the world,2010,"South San Francisco, California, United States",South San Francisco,California,United States,37.6549493,-122.40812509999999,3,A,49.4
Globavir,Generate novel drug candidates,http://globavir.com,"Generate novel insights and predictions from biological data, chemical data, and curated databases of approved drugs",Leverage existing data to develop therapies (currently focused on infectious disease diagnostics and treatments),2011,"Los Altos, California, United States",Los Altos,California,United States,37.379062899999994,-122.116578,2,Seed,10
Xcures,Optimize clinical trials,https://www.xcures.com/,Run perpetual trials for oncology by continuously learning from real world evidence about the effects of cancer drugs,"Test multiple treatments for cancer simultaneously, accelerating the development of the most promising by allocating more patients to them",2018,"Los Altos, California, United States",Los Altos,California,United States,37.379062899999994,-122.116578,2,Seed,5.2
Gritstone Oncology,Generate novel drug candidates,https://gritstoneoncology.com/,Predict immune targets for cancer immunotherapy using a model trained on extensive human tumor data,"Develop new approaches to drive potent, tumor-specific immune responses that provide therapeutic benefit to a large number of cancer patients",2015,"Emeryville, California, United States",Emeryville,California,United States,37.8314089,-122.28652659999999,2,IPO,216
Berkeley Lights,Run preclinical experiments,https://www.berkeleylights.com/,"Automate selection, manipulation, and analysis of cells",Expedite development of cell lines and automate manufacturing of cellular therapeutics,2011,"Emeryville, California, United States",Emeryville,California,United States,37.8314089,-122.28652659999999,2,E,208.5
Insilico Medicine,Generate novel drug candidates,http://www.insilico.com/,"Predict pharmacological properties of drugs and supplements, and identify novel biomarkers","Generate novel therapeutic candidates, with a focus on aging and age-related diseases",2014,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,Hong Kong Island,Hong Kong,22.2850394,114.15838190000001,1,B,51.3
Micar Innovation,Generate novel drug candidates,http://micar21.com,"Shorten discovery and screening, lead optimization, and ADMET studies","Create ""build-to-buy"" partnerships, forming startups around new drug discovery programs that pharmaceutical companies can then acquire if successful",2016,"Sofia, Grad Sofiya, Bulgaria",Sofia,Grad Sofiya,Bulgaria,42.725820500000005,23.337461800000003,1,,
Mind the Byte (Closed),Generate novel drug candidates,http://www.mindthebyte.com/,Analyze data in a SaaS-based bioinformatics platform for computational drug discovery,"Leverage big data and machine learning for every stage of the drug discovery process, from target-identification to post-marketing activities, with no need for their own hardware infrastructure",2011,"Barcelona, Catalonia, Spain",Barcelona,Catalonia,Spain,41.3828939,2.1774322,3,Closed,0.86
SOM Biotech,Generate novel drug candidates,http://www.sombiotech.com/,Identify the mechanisms of action of molecules and the non-structural analogs of those molecules with similar biological activity,Discover targets and lead candidates faster and more cost-effectively,2009,"Barcelona, Catalonia, Spain",Barcelona,Catalonia,Spain,41.3828939,2.1774322,3,A,10.1
Molomics,Design drugs,http://www.molomics.com/,Design structurally new small molecules for validated biological targets,"Collaborate with each other (using what they call ""Human Collective Intelligence"") and AI to jointly develop safer and more effective therapeutics",2015,"Barcelona, Catalonia, Spain",Barcelona,Catalonia,Spain,41.3828939,2.1774322,3,,
NuMedii,Generate novel drug candidates,http://numedii.com,"Discover connections between drugs and diseases at a systems level by analyzing hundreds of millions of raw human, biological, pharmacological, and clinical data points",Find drug candidates and biomarkers predictive of efficacy for diseases,2008,"Menlo Park, California, United States",Menlo Park,California,United States,37.451967100000005,-122.17799270000002,2,A,5.5
Strateos,Run preclinical experiments,http://www.strateos.com,Automate sample analysis with a robotic cloud laboratory,"Generate needed data quickly and reliably with an outsourced, on-demand, automated lab",2012,"Menlo Park, California, United States",Menlo Park,California,United States,37.451967100000005,-122.17799270000002,2,A,27.8
Pharos iBT,Generate novel drug candidates,http://pharosibt.com,Predict properties of compounds and enable low-cost and efficient drug development,Develop new drugs for orphan and rare diseases,2016,"Anyang, Kyonggi-do, South Korea",Anyang,Kyonggi-do,South Korea,37.3938528,126.9570605,1,Pre-seed,6.66
Quantitative Medicine,Generate novel drug candidates,http://www.qtmed.com,"Analyze many drug discovery factors simultaneously, such as effects, side effects, and toxicity",Solve complex drug discovery optimization problems,2012,"Vero Beach, Florida, United States",Vero Beach,Florida,United States,27.6387163,-80.39753990000001,1,Seed,0.563
Qulab,Generate novel drug candidates,http://www.qulab.com/,Perform de novo molecular design and molecular simulation,Automate design of small molecule drugs,2017,"Los Angeles, California, United States",Los Angeles,California,United States,34.0536909,-118.2427666,1,Seed,
